# decorative_cracks_walls - 256 sprites (thứ tự: trên->dưới, trái->phải)
# index  name  | x y w h
 117  decorative_cracks_walls_117      | 80 272 16 16
 118  decorative_cracks_walls_118      | 96 272 16 16
 119  decorative_cracks_walls_119      | 112 272 16 16
 120  decorative_cracks_walls_120      | 0 256 16 16
 121  decorative_cracks_walls_121      | 16 256 16 16
 122  decorative_cracks_walls_122      | 32 256 16 16
 123  decorative_cracks_walls_123      | 48 256 16 16
 124  decorative_cracks_walls_124      | 64 256 16 16
 125  decorative_cracks_walls_125      | 80 256 16 16
 126  decorative_cracks_walls_126      | 96 256 16 16
 127  decorative_cracks_walls_127      | 112 256 16 16
 128  decorative_cracks_walls_128      | 0 240 16 16
 129  decorative_cracks_walls_129      | 16 240 16 16
 130  decorative_cracks_walls_130      | 32 240 16 16
 131  decorative_cracks_walls_131      | 48 240 16 16
 132  decorative_cracks_walls_132      | 64 240 16 16
 133  decorative_cracks_walls_133      | 80 240 16 16
 134  decorative_cracks_walls_134      | 96 240 16 16
 135  decorative_cracks_walls_135      | 112 240 16 16
 136  decorative_cracks_walls_136      | 0 224 16 16
 137  decorative_cracks_walls_137      | 16 224 16 16
 138  decorative_cracks_walls_138      | 32 224 16 16
 139  decorative_cracks_walls_139      | 48 224 16 16
 140  decorative_cracks_walls_140      | 64 224 16 16
 141  decorative_cracks_walls_141      | 80 224 16 16
 142  decorative_cracks_walls_142      | 96 224 16 16
 143  decorative_cracks_walls_143      | 112 224 16 16
 144  decorative_cracks_walls_144      | 0 208 16 16
 145  decorative_cracks_walls_145      | 16 208 16 16
 146  decorative_cracks_walls_146      | 32 208 16 16
 147  decorative_cracks_walls_147      | 48 208 16 16
 148  decorative_cracks_walls_148      | 64 208 16 16
 149  decorative_cracks_walls_149      | 80 208 16 16
 150  decorative_cracks_walls_150      | 96 208 16 16
 151  decorative_cracks_walls_151      | 112 208 16 16
 152  decorative_cracks_walls_152      | 0 192 16 16
 153  decorative_cracks_walls_153      | 16 192 16 16
 154  decorative_cracks_walls_154      | 32 192 16 16
 155  decorative_cracks_walls_155      | 48 192 16 16
 156  decorative_cracks_walls_156      | 64 192 16 16
 157  decorative_cracks_walls_157      | 80 192 16 16
 158  decorative_cracks_walls_158      | 96 192 16 16
 159  decorative_cracks_walls_159      | 112 192 16 16
 160  decorative_cracks_walls_160      | 0 176 16 16
 161  decorative_cracks_walls_161      | 16 176 16 16
 162  decorative_cracks_walls_162      | 32 176 16 16
 163  decorative_cracks_walls_163      | 48 176 16 16
 164  decorative_cracks_walls_164      | 64 176 16 16
 165  decorative_cracks_walls_165      | 80 176 16 16
 166  decorative_cracks_walls_166      | 96 176 16 16
 167  decorative_cracks_walls_167      | 112 176 16 16
 168  decorative_cracks_walls_168      | 0 160 16 16
 169  decorative_cracks_walls_169      | 16 160 16 16
 170  decorative_cracks_walls_170      | 32 160 16 16
 171  decorative_cracks_walls_171      | 48 160 16 16
 172  decorative_cracks_walls_172      | 64 160 16 16
 173  decorative_cracks_walls_173      | 80 160 16 16
 174  decorative_cracks_walls_174      | 96 160 16 16
 175  decorative_cracks_walls_175      | 112 160 16 16
 176  decorative_cracks_walls_176      | 0 144 16 16
 177  decorative_cracks_walls_177      | 16 144 16 16
 178  decorative_cracks_walls_178      | 32 144 16 16
 179  decorative_cracks_walls_179      | 48 144 16 16
 180  decorative_cracks_walls_180      | 64 144 16 16
 181  decorative_cracks_walls_181      | 80 144 16 16
 182  decorative_cracks_walls_182      | 96 144 16 16
 183  decorative_cracks_walls_183      | 112 144 16 16
 184  decorative_cracks_walls_184      | 0 128 16 16
 185  decorative_cracks_walls_185      | 16 128 16 16
 186  decorative_cracks_walls_186      | 32 128 16 16
 187  decorative_cracks_walls_187      | 48 128 16 16
 188  decorative_cracks_walls_188      | 64 128 16 16
 189  decorative_cracks_walls_189      | 80 128 16 16
 190  decorative_cracks_walls_190      | 96 128 16 16
 191  decorative_cracks_walls_191      | 112 128 16 16
 192  decorative_cracks_walls_192      | 0 112 16 16
 193  decorative_cracks_walls_193      | 16 112 16 16
 194  decorative_cracks_walls_194      | 32 112 16 16
 195  decorative_cracks_walls_195      | 48 112 16 16
 196  decorative_cracks_walls_196      | 64 112 16 16
 197  decorative_cracks_walls_197      | 80 112 16 16
 198  decorative_cracks_walls_198      | 96 112 16 16
 199  decorative_cracks_walls_199      | 112 112 16 16
 200  decorative_cracks_walls_200      | 0 96 16 16
 201  decorative_cracks_walls_201      | 16 96 16 16
 202  decorative_cracks_walls_202      | 32 96 16 16
 203  decorative_cracks_walls_203      | 48 96 16 16
 204  decorative_cracks_walls_204      | 64 96 16 16
 205  decorative_cracks_walls_205      | 80 96 16 16
 206  decorative_cracks_walls_206      | 96 96 16 16
 207  decorative_cracks_walls_207      | 112 96 16 16
 208  decorative_cracks_walls_208      | 0 80 16 16
 209  decorative_cracks_walls_209      | 16 80 16 16
 210  decorative_cracks_walls_210      | 32 80 16 16
 211  decorative_cracks_walls_211      | 48 80 16 16
 212  decorative_cracks_walls_212      | 64 80 16 16
 213  decorative_cracks_walls_213      | 80 80 16 16
 214  decorative_cracks_walls_214      | 96 80 16 16
 215  decorative_cracks_walls_215      | 112 80 16 16
 216  decorative_cracks_walls_216      | 0 64 16 16
 217  decorative_cracks_walls_217      | 16 64 16 16
 218  decorative_cracks_walls_218      | 32 64 16 16
 219  decorative_cracks_walls_219      | 48 64 16 16
 220  decorative_cracks_walls_220      | 64 64 16 16
 221  decorative_cracks_walls_221      | 80 64 16 16
 222  decorative_cracks_walls_222      | 96 64 16 16
 223  decorative_cracks_walls_223      | 112 64 16 16
 224  decorative_cracks_walls_224      | 0 48 16 16
 225  decorative_cracks_walls_225      | 16 48 16 16
 226  decorative_cracks_walls_226      | 32 48 16 16
 227  decorative_cracks_walls_227      | 48 48 16 16
 228  decorative_cracks_walls_228      | 64 48 16 16
 229  decorative_cracks_walls_229      | 80 48 16 16
 230  decorative_cracks_walls_230      | 96 48 16 16
 231  decorative_cracks_walls_231      | 112 48 16 16
 232  decorative_cracks_walls_232      | 0 32 16 16
 233  decorative_cracks_walls_233      | 16 32 16 16
 234  decorative_cracks_walls_234      | 32 32 16 16
 235  decorative_cracks_walls_235      | 48 32 16 16
 236  decorative_cracks_walls_236      | 64 32 16 16
 237  decorative_cracks_walls_237      | 80 32 16 16
 238  decorative_cracks_walls_238      | 96 32 16 16
 239  decorative_cracks_walls_239      | 112 32 16 16
 240  decorative_cracks_walls_240      | 0 16 16 16
 241  decorative_cracks_walls_241      | 16 16 16 16
 242  decorative_cracks_walls_242      | 32 16 16 16
 243  decorative_cracks_walls_243      | 48 16 16 16
 244  decorative_cracks_walls_244      | 64 16 16 16
 245  decorative_cracks_walls_245      | 80 16 16 16
 246  decorative_cracks_walls_246      | 96 16 16 16
 247  decorative_cracks_walls_247      | 112 16 16 16
 248  decorative_cracks_walls_248      | 0 0 16 16
 249  decorative_cracks_walls_249      | 16 0 16 16
 250  decorative_cracks_walls_250      | 32 0 16 16
 251  decorative_cracks_walls_251      | 48 0 16 16
 252  decorative_cracks_walls_252      | 64 0 16 16
 253  decorative_cracks_walls_253      | 80 0 16 16
 254  decorative_cracks_walls_254      | 96 0 16 16
 255  decorative_cracks_walls_255      | 112 0 16 16
