# walls_floor - 280 sprites (thứ tự: trên->dưới, trái->phải)
# index  name  | x y w h
  55  walls_floor_55                   | 96 288 16 16
  56  walls_floor_56                   | 112 288 16 16
  57  walls_floor_57                   | 128 288 16 16
  58  walls_floor_58                   | 144 288 16 16
  59  walls_floor_59                   | 160 288 16 16
  60  walls_floor_60                   | 176 288 16 16
  61  walls_floor_61                   | 192 288 16 16
  62  walls_floor_62                   | 0 272 16 16
  63  walls_floor_63                   | 16 272 16 16
  64  walls_floor_64                   | 32 272 16 16
  65  walls_floor_65                   | 48 272 16 16
  66  walls_floor_66                   | 64 272 16 16
  67  walls_floor_67                   | 80 272 16 16
  68  walls_floor_68                   | 96 272 16 16
  69  walls_floor_69                   | 112 272 16 16
  70  walls_floor_70                   | 128 272 16 16
  71  walls_floor_71                   | 144 272 16 16
  72  walls_floor_72                   | 160 272 16 16
  73  walls_floor_73                   | 176 272 16 16
  74  walls_floor_74                   | 192 272 16 16
  75  walls_floor_75                   | 0 256 16 16
  76  walls_floor_76                   | 16 256 16 16
  77  walls_floor_77                   | 32 256 16 16
  78  walls_floor_78                   | 48 256 16 16
  79  walls_floor_79                   | 64 256 16 16
  80  walls_floor_80                   | 80 256 16 16
  81  walls_floor_81                   | 96 256 16 16
  82  walls_floor_82                   | 112 256 16 16
  83  walls_floor_83                   | 128 256 16 16
  84  walls_floor_84                   | 144 256 16 16
  85  walls_floor_85                   | 192 256 16 16
  86  walls_floor_86                   | 0 240 16 16
  87  walls_floor_87                   | 16 240 16 16
  88  walls_floor_88                   | 32 240 16 16
  89  walls_floor_89                   | 48 240 16 16
  90  walls_floor_90                   | 64 240 16 16
  91  walls_floor_91                   | 80 240 16 16
  92  walls_floor_92                   | 96 240 16 16
  93  walls_floor_93                   | 112 240 16 16
  94  walls_floor_94                   | 128 240 16 16
  95  walls_floor_95                   | 144 240 16 16
  96  walls_floor_96                   | 160 240 16 16
  97  walls_floor_97                   | 176 240 16 16
  98  walls_floor_98                   | 192 240 16 16
  99  walls_floor_99                   | 0 224 16 16
 100  walls_floor_100                  | 16 224 16 16
 101  walls_floor_101                  | 32 224 16 16
 102  walls_floor_102                  | 48 224 16 16
 103  walls_floor_103                  | 64 224 16 16
 104  walls_floor_104                  | 96 224 16 16
 105  walls_floor_105                  | 112 224 16 16
 106  walls_floor_106                  | 128 224 16 16
 107  walls_floor_107                  | 144 224 16 16
 108  walls_floor_108                  | 160 224 16 16
 109  walls_floor_109                  | 176 224 16 16
 110  walls_floor_110                  | 192 224 16 16
 111  walls_floor_111                  | 0 208 16 16
 112  walls_floor_112                  | 16 208 16 16
 113  walls_floor_113                  | 32 208 16 16
 114  walls_floor_114                  | 48 208 16 16
 115  walls_floor_115                  | 64 208 16 16
 116  walls_floor_116                  | 96 208 16 16
 117  walls_floor_117                  | 112 208 16 16
 118  walls_floor_118                  | 128 208 16 16
 119  walls_floor_119                  | 160 208 16 16
 120  walls_floor_120                  | 176 208 16 16
 121  walls_floor_121                  | 192 208 16 16
 122  walls_floor_122                  | 0 192 16 16
 123  walls_floor_123                  | 16 192 16 16
 124  walls_floor_124                  | 32 192 16 16
 125  walls_floor_125                  | 48 192 16 16
 126  walls_floor_126                  | 64 192 16 16
 127  walls_floor_127                  | 96 192 16 16
 128  walls_floor_128                  | 112 192 16 16
 129  walls_floor_129                  | 128 192 16 16
 130  walls_floor_130                  | 160 192 16 16
 131  walls_floor_131                  | 176 192 16 16
 132  walls_floor_132                  | 192 192 16 16
 133  walls_floor_133                  | 0 176 16 16
 134  walls_floor_134                  | 16 176 16 16
 135  walls_floor_135                  | 32 176 16 16
 136  walls_floor_136                  | 48 176 16 16
 137  walls_floor_137                  | 64 176 16 16
 138  walls_floor_138                  | 80 176 16 16
 139  walls_floor_139                  | 96 176 16 16
 140  walls_floor_140                  | 112 176 16 16
 141  walls_floor_141                  | 128 176 16 16
 142  walls_floor_142                  | 160 176 16 16
 143  walls_floor_143                  | 176 176 16 16
 144  walls_floor_144                  | 192 176 16 16
 145  walls_floor_145                  | 0 160 16 16
 146  walls_floor_146                  | 16 160 16 16
 147  walls_floor_147                  | 32 160 16 16
 148  walls_floor_148                  | 48 160 16 16
 149  walls_floor_149                  | 64 160 16 16
 150  walls_floor_150                  | 80 160 16 16
 151  walls_floor_151                  | 96 160 16 16
 152  walls_floor_152                  | 112 160 16 16
 153  walls_floor_153                  | 128 160 16 16
 154  walls_floor_154                  | 160 160 16 16
 155  walls_floor_155                  | 176 160 16 16
 156  walls_floor_156                  | 192 160 16 16
 157  walls_floor_157                  | 0 144 16 16
 158  walls_floor_158                  | 16 144 16 16
 159  walls_floor_159                  | 32 144 16 16
 160  walls_floor_160                  | 48 144 16 16
 161  walls_floor_161                  | 64 144 16 16
 162  walls_floor_162                  | 80 144 16 16
 163  walls_floor_163                  | 96 144 16 16
 164  walls_floor_164                  | 112 144 16 16
 165  walls_floor_165                  | 128 144 16 16
 166  walls_floor_166                  | 160 144 16 16
 167  walls_floor_167                  | 176 144 16 16
 168  walls_floor_168                  | 192 144 16 16
 169  walls_floor_169                  | 0 128 16 16
 170  walls_floor_170                  | 16 128 16 16
 171  walls_floor_171                  | 32 128 16 16
 172  walls_floor_172                  | 48 128 16 16
 173  walls_floor_173                  | 64 128 16 16
 174  walls_floor_174                  | 80 128 16 16
 175  walls_floor_175                  | 96 128 16 16
 176  walls_floor_176                  | 112 128 16 16
 177  walls_floor_177                  | 128 128 16 16
 178  walls_floor_178                  | 0 112 16 16
 179  walls_floor_179                  | 16 112 16 16
 180  walls_floor_180                  | 32 112 16 16
 181  walls_floor_181                  | 48 112 16 16
 182  walls_floor_182                  | 64 112 16 16
 183  walls_floor_183                  | 80 112 16 16
 184  walls_floor_184                  | 96 112 16 16
 185  walls_floor_185                  | 112 112 16 16
 186  walls_floor_186                  | 128 112 16 16
 187  walls_floor_187                  | 144 112 16 16
 188  walls_floor_188                  | 160 112 16 16
 189  walls_floor_189                  | 176 112 16 16
 190  walls_floor_190                  | 192 112 16 16
 191  walls_floor_191                  | 0 96 16 16
 192  walls_floor_192                  | 16 96 16 16
 193  walls_floor_193                  | 32 96 16 16
 194  walls_floor_194                  | 48 96 16 16
 195  walls_floor_195                  | 64 96 16 16
 196  walls_floor_196                  | 80 96 16 16
 197  walls_floor_197                  | 96 96 16 16
 198  walls_floor_198                  | 112 96 16 16
 199  walls_floor_199                  | 128 96 16 16
 200  walls_floor_200                  | 144 96 16 16
 201  walls_floor_201                  | 160 96 16 16
 202  walls_floor_202                  | 176 96 16 16
 203  walls_floor_203                  | 192 96 16 16
 204  walls_floor_204                  | 0 80 16 16
 205  walls_floor_205                  | 16 80 16 16
 206  walls_floor_206                  | 32 80 16 16
 207  walls_floor_207                  | 48 80 16 16
 208  walls_floor_208                  | 64 80 16 16
 209  walls_floor_209                  | 80 80 16 16
 210  walls_floor_210                  | 96 80 16 16
 211  walls_floor_211                  | 112 80 16 16
 212  walls_floor_212                  | 128 80 16 16
 213  walls_floor_213                  | 144 80 16 16
 214  walls_floor_214                  | 160 80 16 16
 215  walls_floor_215                  | 176 80 16 16
 216  walls_floor_216                  | 192 80 16 16
 217  walls_floor_217                  | 0 64 16 16
 218  walls_floor_218                  | 16 64 16 16
 219  walls_floor_219                  | 32 64 16 16
 220  walls_floor_220                  | 48 64 16 16
 221  walls_floor_221                  | 64 64 16 16
 222  walls_floor_222                  | 80 64 16 16
 223  walls_floor_223                  | 96 64 16 16
 224  walls_floor_224                  | 112 64 16 16
 225  walls_floor_225                  | 128 64 16 16
 226  walls_floor_226                  | 144 64 16 16
 227  walls_floor_227                  | 160 64 16 16
 228  walls_floor_228                  | 176 64 16 16
 229  walls_floor_229                  | 192 64 16 16
 230  walls_floor_230                  | 0 48 16 16
 231  walls_floor_231                  | 16 48 16 16
 232  walls_floor_232                  | 32 48 16 16
 233  walls_floor_233                  | 48 48 16 16
 234  walls_floor_234                  | 64 48 16 16
 235  walls_floor_235                  | 80 48 16 16
 236  walls_floor_236                  | 96 48 16 16
 237  walls_floor_237                  | 112 48 16 16
 238  walls_floor_238                  | 128 48 16 16
 239  walls_floor_239                  | 144 48 16 16
 240  walls_floor_240                  | 160 48 16 16
 241  walls_floor_241                  | 176 48 16 16
 242  walls_floor_242                  | 192 48 16 16
 243  walls_floor_243                  | 0 32 16 16
 244  walls_floor_244                  | 16 32 16 16
 245  walls_floor_245                  | 32 32 16 16
 246  walls_floor_246                  | 48 32 16 16
 247  walls_floor_247                  | 64 32 16 16
 248  walls_floor_248                  | 80 32 16 16
 249  walls_floor_249                  | 96 32 16 16
 250  walls_floor_250                  | 112 32 16 16
 251  walls_floor_251                  | 128 32 16 16
 252  walls_floor_252                  | 144 32 16 16
 253  walls_floor_253                  | 160 32 16 16
 254  walls_floor_254                  | 176 32 16 16
 255  walls_floor_255                  | 192 32 16 16
 256  walls_floor_256                  | 0 16 16 16
 257  walls_floor_257                  | 16 16 16 16
 258  walls_floor_258                  | 48 16 16 16
 259  walls_floor_259                  | 64 16 16 16
 260  walls_floor_260                  | 80 16 16 16
 261  walls_floor_261                  | 96 16 16 16
 262  walls_floor_262                  | 112 16 16 16
 263  walls_floor_263                  | 128 16 16 16
 264  walls_floor_264                  | 144 16 16 16
 265  walls_floor_265                  | 160 16 16 16
 266  walls_floor_266                  | 176 16 16 16
 267  walls_floor_267                  | 192 16 16 16
 268  walls_floor_268                  | 0 0 16 16
 269  walls_floor_269                  | 16 0 16 16
 270  walls_floor_270                  | 48 0 16 16
 271  walls_floor_271                  | 64 0 16 16
 272  walls_floor_272                  | 80 0 16 16
 273  walls_floor_273                  | 96 0 16 16
 274  walls_floor_274                  | 112 0 16 16
 275  walls_floor_275                  | 128 0 16 16
 276  walls_floor_276                  | 144 0 16 16
 277  walls_floor_277                  | 160 0 16 16
 278  walls_floor_278                  | 176 0 16 16
 279  walls_floor_279                  | 192 0 16 16
