# Water_coasts_animation - 535 sprites (thứ tự: trên->dưới, trái->phải)
# index  name  | x y w h
 133  Water_coasts_animation_133       | 336 336 16 16
 134  Water_coasts_animation_134       | 0 320 16 16
 135  Water_coasts_animation_135       | 16 320 16 16
 136  Water_coasts_animation_136       | 32 320 16 16
 137  Water_coasts_animation_137       | 48 320 16 16
 138  Water_coasts_animation_138       | 80 320 16 16
 139  Water_coasts_animation_139       | 96 320 16 16
 140  Water_coasts_animation_140       | 128 320 16 16
 141  Water_coasts_animation_141       | 144 320 16 16
 142  Water_coasts_animation_142       | 160 320 16 16
 143  Water_coasts_animation_143       | 176 320 16 16
 144  Water_coasts_animation_144       | 192 320 16 16
 145  Water_coasts_animation_145       | 208 320 16 16
 146  Water_coasts_animation_146       | 224 320 16 16
 147  Water_coasts_animation_147       | 240 320 16 16
 148  Water_coasts_animation_148       | 256 320 16 16
 149  Water_coasts_animation_149       | 272 320 16 16
 150  Water_coasts_animation_150       | 288 320 16 16
 151  Water_coasts_animation_151       | 304 320 16 16
 152  Water_coasts_animation_152       | 320 320 16 16
 153  Water_coasts_animation_153       | 336 320 16 16
 154  Water_coasts_animation_154       | 0 304 16 16
 155  Water_coasts_animation_155       | 16 304 16 16
 156  Water_coasts_animation_156       | 32 304 16 16
 157  Water_coasts_animation_157       | 48 304 16 16
 158  Water_coasts_animation_158       | 64 304 16 16
 159  Water_coasts_animation_159       | 80 304 16 16
 160  Water_coasts_animation_160       | 96 304 16 16
 161  Water_coasts_animation_161       | 112 304 16 16
 162  Water_coasts_animation_162       | 128 304 16 16
 163  Water_coasts_animation_163       | 144 304 16 16
 164  Water_coasts_animation_164       | 160 304 16 16
 165  Water_coasts_animation_165       | 176 304 16 16
 166  Water_coasts_animation_166       | 192 304 16 16
 167  Water_coasts_animation_167       | 208 304 16 16
 168  Water_coasts_animation_168       | 224 304 16 16
 169  Water_coasts_animation_169       | 240 304 16 16
 170  Water_coasts_animation_170       | 256 304 16 16
 171  Water_coasts_animation_171       | 272 304 16 16
 172  Water_coasts_animation_172       | 288 304 16 16
 173  Water_coasts_animation_173       | 304 304 16 16
 174  Water_coasts_animation_174       | 320 304 16 16
 175  Water_coasts_animation_175       | 336 304 16 16
 176  Water_coasts_animation_176       | 0 288 16 16
 177  Water_coasts_animation_177       | 16 288 16 16
 178  Water_coasts_animation_178       | 32 288 16 16
 179  Water_coasts_animation_179       | 48 288 16 16
 180  Water_coasts_animation_180       | 64 288 16 16
 181  Water_coasts_animation_181       | 80 288 16 16
 182  Water_coasts_animation_182       | 96 288 16 16
 183  Water_coasts_animation_183       | 112 288 16 16
 184  Water_coasts_animation_184       | 128 288 16 16
 185  Water_coasts_animation_185       | 144 288 16 16
 186  Water_coasts_animation_186       | 160 288 16 16
 187  Water_coasts_animation_187       | 176 288 16 16
 188  Water_coasts_animation_188       | 192 288 16 16
 189  Water_coasts_animation_189       | 208 288 16 16
 190  Water_coasts_animation_190       | 224 288 16 16
 191  Water_coasts_animation_191       | 240 288 16 16
 192  Water_coasts_animation_192       | 256 288 16 16
 193  Water_coasts_animation_193       | 272 288 16 16
 194  Water_coasts_animation_194       | 288 288 16 16
 195  Water_coasts_animation_195       | 304 288 16 16
 196  Water_coasts_animation_196       | 320 288 16 16
 197  Water_coasts_animation_197       | 336 288 16 16
 198  Water_coasts_animation_198       | 0 272 16 16
 199  Water_coasts_animation_199       | 16 272 16 16
 200  Water_coasts_animation_200       | 32 272 16 16
 201  Water_coasts_animation_201       | 48 272 16 16
 202  Water_coasts_animation_202       | 64 272 16 16
 203  Water_coasts_animation_203       | 80 272 16 16
 204  Water_coasts_animation_204       | 96 272 16 16
 205  Water_coasts_animation_205       | 112 272 16 16
 206  Water_coasts_animation_206       | 128 272 16 16
 207  Water_coasts_animation_207       | 144 272 16 16
 208  Water_coasts_animation_208       | 160 272 16 16
 209  Water_coasts_animation_209       | 176 272 16 16
 210  Water_coasts_animation_210       | 192 272 16 16
 211  Water_coasts_animation_211       | 208 272 16 16
 212  Water_coasts_animation_212       | 224 272 16 16
 213  Water_coasts_animation_213       | 240 272 16 16
 214  Water_coasts_animation_214       | 256 272 16 16
 215  Water_coasts_animation_215       | 272 272 16 16
 216  Water_coasts_animation_216       | 288 272 16 16
 217  Water_coasts_animation_217       | 304 272 16 16
 218  Water_coasts_animation_218       | 320 272 16 16
 219  Water_coasts_animation_219       | 336 272 16 16
 220  Water_coasts_animation_220       | 0 256 16 16
 221  Water_coasts_animation_221       | 16 256 16 16
 222  Water_coasts_animation_222       | 32 256 16 16
 223  Water_coasts_animation_223       | 48 256 16 16
 224  Water_coasts_animation_224       | 64 256 16 16
 225  Water_coasts_animation_225       | 80 256 16 16
 226  Water_coasts_animation_226       | 96 256 16 16
 227  Water_coasts_animation_227       | 128 256 16 16
 228  Water_coasts_animation_228       | 176 256 16 16
 229  Water_coasts_animation_229       | 192 256 16 16
 230  Water_coasts_animation_230       | 208 256 16 16
 231  Water_coasts_animation_231       | 224 256 16 16
 232  Water_coasts_animation_232       | 240 256 16 16
 233  Water_coasts_animation_233       | 256 256 16 16
 234  Water_coasts_animation_234       | 272 256 16 16
 235  Water_coasts_animation_235       | 304 256 16 16
 236  Water_coasts_animation_236       | 0 240 16 16
 237  Water_coasts_animation_237       | 16 240 16 16
 238  Water_coasts_animation_238       | 32 240 16 16
 239  Water_coasts_animation_239       | 48 240 16 16
 240  Water_coasts_animation_240       | 80 240 16 16
 241  Water_coasts_animation_241       | 96 240 16 16
 242  Water_coasts_animation_242       | 128 240 16 16
 243  Water_coasts_animation_243       | 144 240 16 16
 244  Water_coasts_animation_244       | 160 240 16 16
 245  Water_coasts_animation_245       | 176 240 16 16
 246  Water_coasts_animation_246       | 192 240 16 16
 247  Water_coasts_animation_247       | 208 240 16 16
 248  Water_coasts_animation_248       | 224 240 16 16
 249  Water_coasts_animation_249       | 256 240 16 16
 250  Water_coasts_animation_250       | 272 240 16 16
 251  Water_coasts_animation_251       | 304 240 16 16
 252  Water_coasts_animation_252       | 320 240 16 16
 253  Water_coasts_animation_253       | 336 240 16 16
 254  Water_coasts_animation_254       | 0 224 16 16
 255  Water_coasts_animation_255       | 16 224 16 16
 256  Water_coasts_animation_256       | 32 224 16 16
 257  Water_coasts_animation_257       | 48 224 16 16
 258  Water_coasts_animation_258       | 64 224 16 16
 259  Water_coasts_animation_259       | 80 224 16 16
 260  Water_coasts_animation_260       | 96 224 16 16
 261  Water_coasts_animation_261       | 112 224 16 16
 262  Water_coasts_animation_262       | 128 224 16 16
 263  Water_coasts_animation_263       | 144 224 16 16
 264  Water_coasts_animation_264       | 160 224 16 16
 265  Water_coasts_animation_265       | 176 224 16 16
 266  Water_coasts_animation_266       | 192 224 16 16
 267  Water_coasts_animation_267       | 208 224 16 16
 268  Water_coasts_animation_268       | 224 224 16 16
 269  Water_coasts_animation_269       | 240 224 16 16
 270  Water_coasts_animation_270       | 256 224 16 16
 271  Water_coasts_animation_271       | 272 224 16 16
 272  Water_coasts_animation_272       | 288 224 16 16
 273  Water_coasts_animation_273       | 304 224 16 16
 274  Water_coasts_animation_274       | 320 224 16 16
 275  Water_coasts_animation_275       | 336 224 16 16
 276  Water_coasts_animation_276       | 0 208 16 16
 277  Water_coasts_animation_277       | 16 208 16 16
 278  Water_coasts_animation_278       | 32 208 16 16
 279  Water_coasts_animation_279       | 48 208 16 16
 280  Water_coasts_animation_280       | 64 208 16 16
 281  Water_coasts_animation_281       | 80 208 16 16
 282  Water_coasts_animation_282       | 96 208 16 16
 283  Water_coasts_animation_283       | 128 208 16 16
 284  Water_coasts_animation_284       | 176 208 16 16
 285  Water_coasts_animation_285       | 192 208 16 16
 286  Water_coasts_animation_286       | 208 208 16 16
 287  Water_coasts_animation_287       | 224 208 16 16
 288  Water_coasts_animation_288       | 240 208 16 16
 289  Water_coasts_animation_289       | 256 208 16 16
 290  Water_coasts_animation_290       | 272 208 16 16
 291  Water_coasts_animation_291       | 304 208 16 16
 292  Water_coasts_animation_292       | 0 192 16 16
 293  Water_coasts_animation_293       | 16 192 16 16
 294  Water_coasts_animation_294       | 32 192 16 16
 295  Water_coasts_animation_295       | 48 192 16 16
 296  Water_coasts_animation_296       | 80 192 16 16
 297  Water_coasts_animation_297       | 96 192 16 16
 298  Water_coasts_animation_298       | 128 192 16 16
 299  Water_coasts_animation_299       | 144 192 16 16
 300  Water_coasts_animation_300       | 160 192 16 16
 301  Water_coasts_animation_301       | 176 192 16 16
 302  Water_coasts_animation_302       | 192 192 16 16
 303  Water_coasts_animation_303       | 208 192 16 16
 304  Water_coasts_animation_304       | 224 192 16 16
 305  Water_coasts_animation_305       | 256 192 16 16
 306  Water_coasts_animation_306       | 272 192 16 16
 307  Water_coasts_animation_307       | 304 192 16 16
 308  Water_coasts_animation_308       | 320 192 16 16
 309  Water_coasts_animation_309       | 336 192 16 16
 310  Water_coasts_animation_310       | 0 176 16 16
 311  Water_coasts_animation_311       | 16 176 16 16
 312  Water_coasts_animation_312       | 32 176 16 16
 313  Water_coasts_animation_313       | 48 176 16 16
 314  Water_coasts_animation_314       | 80 176 16 16
 315  Water_coasts_animation_315       | 96 176 16 16
 316  Water_coasts_animation_316       | 128 176 16 16
 317  Water_coasts_animation_317       | 144 176 16 16
 318  Water_coasts_animation_318       | 160 176 16 16
 319  Water_coasts_animation_319       | 176 176 16 16
 320  Water_coasts_animation_320       | 192 176 16 16
 321  Water_coasts_animation_321       | 208 176 16 16
 322  Water_coasts_animation_322       | 224 176 16 16
 323  Water_coasts_animation_323       | 256 176 16 16
 324  Water_coasts_animation_324       | 272 176 16 16
 325  Water_coasts_animation_325       | 304 176 16 16
 326  Water_coasts_animation_326       | 320 176 16 16
 327  Water_coasts_animation_327       | 336 176 16 16
 328  Water_coasts_animation_328       | 0 160 16 16
 329  Water_coasts_animation_329       | 16 160 16 16
 330  Water_coasts_animation_330       | 32 160 16 16
 331  Water_coasts_animation_331       | 48 160 16 16
 332  Water_coasts_animation_332       | 64 160 16 16
 333  Water_coasts_animation_333       | 80 160 16 16
 334  Water_coasts_animation_334       | 96 160 16 16
 335  Water_coasts_animation_335       | 112 160 16 16
 336  Water_coasts_animation_336       | 128 160 16 16
 337  Water_coasts_animation_337       | 144 160 16 16
 338  Water_coasts_animation_338       | 160 160 16 16
 339  Water_coasts_animation_339       | 176 160 16 16
 340  Water_coasts_animation_340       | 192 160 16 16
 341  Water_coasts_animation_341       | 208 160 16 16
 342  Water_coasts_animation_342       | 224 160 16 16
 343  Water_coasts_animation_343       | 240 160 16 16
 344  Water_coasts_animation_344       | 256 160 16 16
 345  Water_coasts_animation_345       | 272 160 16 16
 346  Water_coasts_animation_346       | 288 160 16 16
 347  Water_coasts_animation_347       | 304 160 16 16
 348  Water_coasts_animation_348       | 320 160 16 16
 349  Water_coasts_animation_349       | 336 160 16 16
 350  Water_coasts_animation_350       | 0 144 16 16
 351  Water_coasts_animation_351       | 16 144 16 16
 352  Water_coasts_animation_352       | 32 144 16 16
 353  Water_coasts_animation_353       | 48 144 16 16
 354  Water_coasts_animation_354       | 64 144 16 16
 355  Water_coasts_animation_355       | 80 144 16 16
 356  Water_coasts_animation_356       | 96 144 16 16
 357  Water_coasts_animation_357       | 112 144 16 16
 358  Water_coasts_animation_358       | 128 144 16 16
 359  Water_coasts_animation_359       | 144 144 16 16
 360  Water_coasts_animation_360       | 160 144 16 16
 361  Water_coasts_animation_361       | 176 144 16 16
 362  Water_coasts_animation_362       | 192 144 16 16
 363  Water_coasts_animation_363       | 208 144 16 16
 364  Water_coasts_animation_364       | 224 144 16 16
 365  Water_coasts_animation_365       | 240 144 16 16
 366  Water_coasts_animation_366       | 256 144 16 16
 367  Water_coasts_animation_367       | 272 144 16 16
 368  Water_coasts_animation_368       | 288 144 16 16
 369  Water_coasts_animation_369       | 304 144 16 16
 370  Water_coasts_animation_370       | 320 144 16 16
 371  Water_coasts_animation_371       | 336 144 16 16
 372  Water_coasts_animation_372       | 0 128 16 16
 373  Water_coasts_animation_373       | 16 128 16 16
 374  Water_coasts_animation_374       | 32 128 16 16
 375  Water_coasts_animation_375       | 48 128 16 16
 376  Water_coasts_animation_376       | 64 128 16 16
 377  Water_coasts_animation_377       | 80 128 16 16
 378  Water_coasts_animation_378       | 96 128 16 16
 379  Water_coasts_animation_379       | 112 128 16 16
 380  Water_coasts_animation_380       | 128 128 16 16
 381  Water_coasts_animation_381       | 144 128 16 16
 382  Water_coasts_animation_382       | 160 128 16 16
 383  Water_coasts_animation_383       | 176 128 16 16
 384  Water_coasts_animation_384       | 192 128 16 16
 385  Water_coasts_animation_385       | 208 128 16 16
 386  Water_coasts_animation_386       | 224 128 16 16
 387  Water_coasts_animation_387       | 240 128 16 16
 388  Water_coasts_animation_388       | 256 128 16 16
 389  Water_coasts_animation_389       | 272 128 16 16
 390  Water_coasts_animation_390       | 288 128 16 16
 391  Water_coasts_animation_391       | 304 128 16 16
 392  Water_coasts_animation_392       | 320 128 16 16
 393  Water_coasts_animation_393       | 336 128 16 16
 394  Water_coasts_animation_394       | 0 112 16 16
 395  Water_coasts_animation_395       | 16 112 16 16
 396  Water_coasts_animation_396       | 32 112 16 16
 397  Water_coasts_animation_397       | 48 112 16 16
 398  Water_coasts_animation_398       | 64 112 16 16
 399  Water_coasts_animation_399       | 80 112 16 16
 400  Water_coasts_animation_400       | 96 112 16 16
 401  Water_coasts_animation_401       | 128 112 16 16
 402  Water_coasts_animation_402       | 176 112 16 16
 403  Water_coasts_animation_403       | 192 112 16 16
 404  Water_coasts_animation_404       | 208 112 16 16
 405  Water_coasts_animation_405       | 224 112 16 16
 406  Water_coasts_animation_406       | 240 112 16 16
 407  Water_coasts_animation_407       | 256 112 16 16
 408  Water_coasts_animation_408       | 272 112 16 16
 409  Water_coasts_animation_409       | 304 112 16 16
 410  Water_coasts_animation_410       | 0 96 16 16
 411  Water_coasts_animation_411       | 16 96 16 16
 412  Water_coasts_animation_412       | 32 96 16 16
 413  Water_coasts_animation_413       | 48 96 16 16
 414  Water_coasts_animation_414       | 80 96 16 16
 415  Water_coasts_animation_415       | 96 96 16 16
 416  Water_coasts_animation_416       | 128 96 16 16
 417  Water_coasts_animation_417       | 144 96 16 16
 418  Water_coasts_animation_418       | 160 96 16 16
 419  Water_coasts_animation_419       | 176 96 16 16
 420  Water_coasts_animation_420       | 192 96 16 16
 421  Water_coasts_animation_421       | 208 96 16 16
 422  Water_coasts_animation_422       | 224 96 16 16
 423  Water_coasts_animation_423       | 256 96 16 16
 424  Water_coasts_animation_424       | 272 96 16 16
 425  Water_coasts_animation_425       | 304 96 16 16
 426  Water_coasts_animation_426       | 320 96 16 16
 427  Water_coasts_animation_427       | 336 96 16 16
 428  Water_coasts_animation_428       | 0 80 16 16
 429  Water_coasts_animation_429       | 16 80 16 16
 430  Water_coasts_animation_430       | 32 80 16 16
 431  Water_coasts_animation_431       | 48 80 16 16
 432  Water_coasts_animation_432       | 64 80 16 16
 433  Water_coasts_animation_433       | 80 80 16 16
 434  Water_coasts_animation_434       | 96 80 16 16
 435  Water_coasts_animation_435       | 112 80 16 16
 436  Water_coasts_animation_436       | 128 80 16 16
 437  Water_coasts_animation_437       | 144 80 16 16
 438  Water_coasts_animation_438       | 160 80 16 16
 439  Water_coasts_animation_439       | 176 80 16 16
 440  Water_coasts_animation_440       | 192 80 16 16
 441  Water_coasts_animation_441       | 208 80 16 16
 442  Water_coasts_animation_442       | 224 80 16 16
 443  Water_coasts_animation_443       | 240 80 16 16
 444  Water_coasts_animation_444       | 256 80 16 16
 445  Water_coasts_animation_445       | 272 80 16 16
 446  Water_coasts_animation_446       | 288 80 16 16
 447  Water_coasts_animation_447       | 304 80 16 16
 448  Water_coasts_animation_448       | 320 80 16 16
 449  Water_coasts_animation_449       | 336 80 16 16
 450  Water_coasts_animation_450       | 0 64 16 16
 451  Water_coasts_animation_451       | 16 64 16 16
 452  Water_coasts_animation_452       | 32 64 16 16
 453  Water_coasts_animation_453       | 48 64 16 16
 454  Water_coasts_animation_454       | 64 64 16 16
 455  Water_coasts_animation_455       | 80 64 16 16
 456  Water_coasts_animation_456       | 96 64 16 16
 457  Water_coasts_animation_457       | 128 64 16 16
 458  Water_coasts_animation_458       | 176 64 16 16
 459  Water_coasts_animation_459       | 192 64 16 16
 460  Water_coasts_animation_460       | 208 64 16 16
 461  Water_coasts_animation_461       | 224 64 16 16
 462  Water_coasts_animation_462       | 240 64 16 16
 463  Water_coasts_animation_463       | 256 64 16 16
 464  Water_coasts_animation_464       | 272 64 16 16
 465  Water_coasts_animation_465       | 304 64 16 16
 466  Water_coasts_animation_466       | 0 48 16 16
 467  Water_coasts_animation_467       | 16 48 16 16
 468  Water_coasts_animation_468       | 32 48 16 16
 469  Water_coasts_animation_469       | 48 48 16 16
 470  Water_coasts_animation_470       | 80 48 16 16
 471  Water_coasts_animation_471       | 96 48 16 16
 472  Water_coasts_animation_472       | 128 48 16 16
 473  Water_coasts_animation_473       | 144 48 16 16
 474  Water_coasts_animation_474       | 160 48 16 16
 475  Water_coasts_animation_475       | 176 48 16 16
 476  Water_coasts_animation_476       | 192 48 16 16
 477  Water_coasts_animation_477       | 208 48 16 16
 478  Water_coasts_animation_478       | 224 48 16 16
 479  Water_coasts_animation_479       | 256 48 16 16
 480  Water_coasts_animation_480       | 272 48 16 16
 481  Water_coasts_animation_481       | 304 48 16 16
 482  Water_coasts_animation_482       | 320 48 16 16
 483  Water_coasts_animation_483       | 336 48 16 16
 484  Water_coasts_animation_484       | 0 32 16 16
 485  Water_coasts_animation_485       | 16 32 16 16
 486  Water_coasts_animation_486       | 32 32 16 16
 487  Water_coasts_animation_487       | 48 32 16 16
 488  Water_coasts_animation_488       | 80 32 16 16
 489  Water_coasts_animation_489       | 96 32 16 16
 490  Water_coasts_animation_490       | 128 32 16 16
 491  Water_coasts_animation_491       | 144 32 16 16
 492  Water_coasts_animation_492       | 160 32 16 16
 493  Water_coasts_animation_493       | 176 32 16 16
 494  Water_coasts_animation_494       | 192 32 16 16
 495  Water_coasts_animation_495       | 208 32 16 16
 496  Water_coasts_animation_496       | 224 32 16 16
 497  Water_coasts_animation_497       | 256 32 16 16
 498  Water_coasts_animation_498       | 272 32 16 16
 499  Water_coasts_animation_499       | 304 32 16 16
 500  Water_coasts_animation_500       | 320 32 16 16
 501  Water_coasts_animation_501       | 336 32 16 16
 502  Water_coasts_animation_502       | 0 16 16 16
 503  Water_coasts_animation_503       | 16 16 16 16
 504  Water_coasts_animation_504       | 32 16 16 16
 505  Water_coasts_animation_505       | 48 16 16 16
 506  Water_coasts_animation_506       | 64 16 16 16
 507  Water_coasts_animation_507       | 80 16 16 16
 508  Water_coasts_animation_508       | 96 16 16 16
 509  Water_coasts_animation_509       | 112 16 16 16
 510  Water_coasts_animation_510       | 128 16 16 16
 511  Water_coasts_animation_511       | 144 16 16 16
 512  Water_coasts_animation_512       | 160 16 16 16
 513  Water_coasts_animation_513       | 176 16 16 16
 514  Water_coasts_animation_514       | 192 16 16 16
 515  Water_coasts_animation_515       | 208 16 16 16
 516  Water_coasts_animation_516       | 224 16 16 16
 517  Water_coasts_animation_517       | 240 16 16 16
 518  Water_coasts_animation_518       | 256 16 16 16
 519  Water_coasts_animation_519       | 272 16 16 16
 520  Water_coasts_animation_520       | 288 16 16 16
 521  Water_coasts_animation_521       | 304 16 16 16
 522  Water_coasts_animation_522       | 320 16 16 16
 523  Water_coasts_animation_523       | 336 16 16 16
 524  Water_coasts_animation_524       | 0 0 16 16
 525  Water_coasts_animation_525       | 16 0 16 16
 526  Water_coasts_animation_526       | 32 0 16 16
 527  Water_coasts_animation_527       | 48 0 16 16
 528  Water_coasts_animation_528       | 64 0 16 16
 529  Water_coasts_animation_529       | 80 0 16 16
 530  Water_coasts_animation_530       | 96 0 16 16
 531  Water_coasts_animation_531       | 112 0 16 16
 532  Water_coasts_animation_532       | 128 0 16 16
 533  Water_coasts_animation_533       | 144 0 16 16
 534  Water_coasts_animation_534       | 160 0 16 16
