# fire_animation - 194 sprites (thứ tự: trên->dưới, trái->phải)
# index  name  | x y w h
 159  fire_animation_159               | 128 48 16 16
 160  fire_animation_160               | 144 48 16 16
 161  fire_animation_161               | 160 48 16 16
 162  fire_animation_162               | 0 32 16 16
 163  fire_animation_163               | 16 32 16 16
 164  fire_animation_164               | 32 32 16 16
 165  fire_animation_165               | 48 32 16 16
 166  fire_animation_166               | 64 32 16 16
 167  fire_animation_167               | 80 32 16 16
 168  fire_animation_168               | 96 32 16 16
 169  fire_animation_169               | 112 32 16 16
 170  fire_animation_170               | 128 32 16 16
 171  fire_animation_171               | 144 32 16 16
 172  fire_animation_172               | 160 32 16 16
 173  fire_animation_173               | 0 16 16 16
 174  fire_animation_174               | 16 16 16 16
 175  fire_animation_175               | 32 16 16 16
 176  fire_animation_176               | 48 16 16 16
 177  fire_animation_177               | 64 16 16 16
 178  fire_animation_178               | 80 16 16 16
 179  fire_animation_179               | 96 16 16 16
 180  fire_animation_180               | 112 16 16 16
 181  fire_animation_181               | 128 16 16 16
 182  fire_animation_182               | 144 16 16 16
 183  fire_animation_183               | 160 16 16 16
 184  fire_animation_184               | 0 0 16 16
 185  fire_animation_185               | 16 0 16 16
 186  fire_animation_186               | 32 0 16 16
 187  fire_animation_187               | 48 0 16 16
 188  fire_animation_188               | 80 0 16 16
 189  fire_animation_189               | 96 0 16 16
 190  fire_animation_190               | 112 0 16 16
 191  fire_animation_191               | 128 0 16 16
 192  fire_animation_192               | 144 0 16 16
 193  fire_animation_193               | 160 0 16 16
