# decorative_cracks_floor - 120 sprites (thứ tự: trên->dưới, trái->phải)
# index  name  | x y w h
  94  decorative_cracks_floor_94       | 96 48 16 16
  95  decorative_cracks_floor_95       | 112 48 16 16
  96  decorative_cracks_floor_96       | 0 32 16 16
  97  decorative_cracks_floor_97       | 16 32 16 16
  98  decorative_cracks_floor_98       | 32 32 16 16
  99  decorative_cracks_floor_99       | 48 32 16 16
 100  decorative_cracks_floor_100      | 64 32 16 16
 101  decorative_cracks_floor_101      | 80 32 16 16
 102  decorative_cracks_floor_102      | 96 32 16 16
 103  decorative_cracks_floor_103      | 112 32 16 16
 104  decorative_cracks_floor_104      | 0 16 16 16
 105  decorative_cracks_floor_105      | 16 16 16 16
 106  decorative_cracks_floor_106      | 32 16 16 16
 107  decorative_cracks_floor_107      | 48 16 16 16
 108  decorative_cracks_floor_108      | 64 16 16 16
 109  decorative_cracks_floor_109      | 80 16 16 16
 110  decorative_cracks_floor_110      | 96 16 16 16
 111  decorative_cracks_floor_111      | 112 16 16 16
 112  decorative_cracks_floor_112      | 0 0 16 16
 113  decorative_cracks_floor_113      | 16 0 16 16
 114  decorative_cracks_floor_114      | 32 0 16 16
 115  decorative_cracks_floor_115      | 48 0 16 16
 116  decorative_cracks_floor_116      | 64 0 16 16
 117  decorative_cracks_floor_117      | 80 0 16 16
 118  decorative_cracks_floor_118      | 96 0 16 16
 119  decorative_cracks_floor_119      | 112 0 16 16
